detection_time,symbol,pattern_type,outcome,adx,volatility_percentile,validity_score
2023-02-03 14:00:00+00:00,ADA/USDT,bearish,1,14.211792602075674,0.7432693826517492,0.604
2023-02-05 17:00:00+00:00,ETH/USDT,bearish,1,24.04077447224029,0.2413585537481393,0.621
2023-02-06 16:00:00+00:00,LTC/USDT,bullish,1,22.90421857327468,0.23970115500576405,0.717
2023-02-07 18:00:00+00:00,DOT/USDT,bullish,0,14.765104926247647,0.48858539649252036,0.595
2023-02-08 00:00:00+00:00,ADA/USDT,bullish,0,26.8492159971453,0.8976555925037302,0.642
2023-02-08 14:00:00+00:00,BNB/USDT,bullish,0,16.9299705107209,0.41208682214257714,0.627
2023-02-09 03:00:00+00:00,BNB/USDT,bearish,1,24.232197972620757,0.9634860154872461,0.712
2023-02-09 16:00:00+00:00,ETH/USDT,bearish,1,32.43293582901565,0.2604293394290133,0.676
2023-02-09 16:00:00+00:00,LTC/USDT,bearish,1,38.1513005291361,0.6212331073194927,0.684
2023-02-09 19:00:00+00:00,XRP/USDT,bearish,1,31.90918721897337,0.9999987882588964,0.676
2023-02-11 13:00:00+00:00,LINK/USDT,bearish,0,21.664489313943964,0.067802151644449,0.612
2023-02-13 02:00:00+00:00,DOT/USDT,bearish,1,30.135726707865047,0.394203103285832,0.608
2023-02-13 09:00:00+00:00,AVAX/USDT,bearish,0,32.67372282682092,0.7125759450826835,0.593
2023-02-13 10:00:00+00:00,ADA/USDT,bearish,0,30.492739771064496,0.8373925077078934,0.749
2023-02-14 15:00:00+00:00,LTC/USDT,bullish,1,18.389455052448955,0.5001504759923598,0.669
2023-02-14 15:00:00+00:00,ETH/USDT,bullish,1,18.769418630393456,0.8257643054532203,0.79
2023-02-14 15:00:00+00:00,DOT/USDT,bullish,1,16.823158469415443,0.4522395869486659,0.674
2023-02-15 12:00:00+00:00,LINK/USDT,bullish,1,14.734742163620735,0.18075036165360642,0.646
2023-02-16 00:00:00+00:00,DOGE/USDT,bullish,0,49.11059966899764,0.3659683284293495,0.653
2023-02-17 14:00:00+00:00,DOGE/USDT,bearish,0,16.034958656445763,0.39296038100639363,0.699
2023-02-19 15:00:00+00:00,BNB/USDT,bullish,0,10.47515472689983,0.027570103390090816,0.583
2023-02-19 16:00:00+00:00,BTC/USDT,bullish,0,22.045314261742142,0.08988440872346086,0.609
2023-02-19 23:00:00+00:00,XRP/USDT,bearish,0,18.316170461094078,0.2769405130499485,0.639
2023-02-20 09:00:00+00:00,AVAX/USDT,bullish,1,16.766089825623897,0.6530790202634861,0.631
2023-02-20 15:00:00+00:00,XRP/USDT,bullish,0,21.093740042615387,0.9999981347458007,0.79
2023-02-20 19:00:00+00:00,LTC/USDT,bearish,1,35.248829109014174,0.4480280361590548,0.61
2023-02-21 12:00:00+00:00,DOT/USDT,bearish,1,24.396917681273074,0.2694777951532467,0.658
2023-02-21 13:00:00+00:00,LINK/USDT,bearish,1,22.208759674174182,0.19706962298285327,0.719
2023-02-21 13:00:00+00:00,DOGE/USDT,bearish,1,23.041350475517106,0.36728543785293627,0.679
2023-02-22 02:00:00+00:00,BTC/USDT,bearish,1,28.17468766391903,0.8723470684478377,0.585
2023-02-22 15:00:00+00:00,AVAX/USDT,bearish,1,15.61665433959335,0.8508281754264737,0.634
2023-02-22 16:00:00+00:00,ETH/USDT,bearish,0,42.18889117284941,0.8624075475238818,0.665
2023-02-24 16:00:00+00:00,XRP/USDT,bearish,1,24.64008997227617,0.24228766083509667,0.634
2023-02-25 19:00:00+00:00,DOT/USDT,bearish,0,49.056099903540506,0.22661161120755677,0.685
2023-02-25 19:00:00+00:00,ADA/USDT,bearish,1,47.54701850378605,0.345507600540866,0.622
2023-02-26 19:00:00+00:00,ETH/USDT,bullish,1,20.638090823831426,0.36992481379475095,0.756
2023-02-27 13:00:00+00:00,LINK/USDT,bearish,1,23.200379949671287,0.39952706322606485,0.668
2023-02-28 01:00:00+00:00,DOGE/USDT,bullish,0,21.027674142375353,0.9041607744212471,0.607
2023-03-01 04:00:00+00:00,LTC/USDT,bullish,0,18.721780863009695,0.7525796641583854,0.635
2023-03-03 01:00:00+00:00,ETH/USDT,bearish,1,20.04650851469918,0.9999990221323645,0.6
2023-03-03 02:00:00+00:00,DOGE/USDT,bearish,1,34.70907634623614,0.9999993920203905,0.79
2023-03-06 00:00:00+00:00,XRP/USDT,bearish,0,32.92130523795013,0.05213984531877511,0.608
2023-03-07 14:00:00+00:00,DOT/USDT,bearish,1,21.623714941250373,0.1255141719134852,0.643
2023-03-08 11:00:00+00:00,XRP/USDT,bullish,0,34.1778604112446,0.9641236737282546,0.636
2023-03-08 14:00:00+00:00,AVAX/USDT,bearish,1,39.09063621405467,0.46725305196867206,0.668
2023-03-08 15:00:00+00:00,LINK/USDT,bearish,1,25.071962000190634,0.9999978042831752,0.646
2023-03-08 15:00:00+00:00,DOGE/USDT,bearish,1,37.91509841345057,0.8891310145889812,0.596
2023-03-09 19:00:00+00:00,LTC/USDT,bearish,1,39.40151505201059,0.6660313696921252,0.671
2023-03-12 18:00:00+00:00,ETH/USDT,bullish,1,18.89686344015157,0.5226510309937389,0.79
2023-03-13 05:00:00+00:00,BNB/USDT,bullish,1,39.98787024284629,0.9999988760243892,0.76
2023-03-13 14:00:00+00:00,DOT/USDT,bullish,0,31.34349667628263,0.6489052516230307,0.581
2023-03-13 15:00:00+00:00,LINK/USDT,bullish,0,37.866883800155286,0.7600001625483738,0.629
2023-03-14 13:00:00+00:00,XRP/USDT,bullish,1,16.96029646557457,0.47205358718742485,0.654
2023-03-15 16:00:00+00:00,LTC/USDT,bearish,0,24.156492635918916,0.4396036304119839,0.759
2023-03-15 16:00:00+00:00,ETH/USDT,bearish,0,29.08887587679598,0.16127155472451027,0.692
2023-03-16 13:00:00+00:00,BTC/USDT,bullish,1,16.68829246221875,0.20901133154338314,0.898
2023-03-17 10:00:00+00:00,AVAX/USDT,bullish,1,24.797971996727192,0.6344324639773584,0.714
2023-03-18 16:00:00+00:00,DOGE/USDT,bearish,1,35.26699260473888,0.5649123260668555,0.772
2023-03-18 16:00:00+00:00,DOT/USDT,bearish,1,30.97107007474233,0.23469370720235977,0.855
2023-03-20 16:00:00+00:00,DOT/USDT,bearish,1,21.715577237761686,0.4360416771876399,0.593
2023-03-20 18:00:00+00:00,AVAX/USDT,bearish,0,17.931483858481663,0.57605520082772,0.627
2023-03-21 14:00:00+00:00,ETH/USDT,bullish,0,29.451025903795195,0.6691158821347791,0.676
2023-03-22 12:00:00+00:00,LINK/USDT,bullish,0,29.505976639300222,0.6709203439825989,0.637
2023-03-22 12:00:00+00:00,BNB/USDT,bearish,1,24.901995134372008,0.514854911455309,0.704
2023-03-22 15:00:00+00:00,AVAX/USDT,bullish,0,24.647123001691945,0.2757801514279395,0.67
2023-03-22 20:00:00+00:00,ETH/USDT,bearish,1,20.29600177911288,0.9999980246346841,0.88
2023-03-22 21:00:00+00:00,LTC/USDT,bullish,1,20.90330085837349,0.9585378532347656,0.748
2023-03-23 15:00:00+00:00,LINK/USDT,bullish,0,23.350261521627743,0.23504483979838975,0.732
2023-03-24 14:00:00+00:00,XRP/USDT,bearish,0,23.279225715404863,0.12920788913401646,0.694
2023-03-24 21:00:00+00:00,BTC/USDT,bearish,0,27.187681251575356,0.17766210745383026,0.725
2023-03-25 15:00:00+00:00,AVAX/USDT,bearish,0,43.07560069586494,0.0,0.631
2023-03-25 18:00:00+00:00,ADA/USDT,bearish,0,42.60950781622463,0.04579362885618484,0.635
2023-03-25 19:00:00+00:00,LINK/USDT,bearish,0,46.75152290832073,0.07288472376627056,0.626
2023-03-28 11:00:00+00:00,ETH/USDT,bullish,1,20.045194228133404,0.3328273133354605,0.674
2023-03-29 08:00:00+00:00,DOGE/USDT,bullish,1,30.054213993338006,0.19029775702380106,0.658
2023-03-30 03:00:00+00:00,ADA/USDT,bearish,0,29.51981099579226,0.9999976813330649,0.676
2023-03-30 17:00:00+00:00,LTC/USDT,bearish,0,17.613509344998704,0.9926465585984722,0.729
2023-03-31 07:00:00+00:00,BTC/USDT,bearish,0,19.505132198263016,0.47087399124663915,0.687
2023-03-31 14:00:00+00:00,ETH/USDT,bullish,1,16.517115873115866,0.15438926771933972,0.648
2023-03-31 14:00:00+00:00,DOT/USDT,bullish,1,19.29863324291324,0.3565157225135062,0.733
2023-03-31 15:00:00+00:00,AVAX/USDT,bullish,1,15.530291041581487,0.7996000775256092,0.603
2023-04-01 07:00:00+00:00,XRP/USDT,bearish,0,22.45185904619586,0.28887587161684175,0.651
2023-04-02 08:00:00+00:00,LINK/USDT,bearish,1,12.198106815696159,0.10853489934191075,0.679
2023-04-02 16:00:00+00:00,ETH/USDT,bearish,1,19.279191692886194,0.21150177485076316,0.852
2023-04-03 02:00:00+00:00,BNB/USDT,bearish,1,38.25691706610466,0.337259573426248,0.687
2023-04-03 17:00:00+00:00,DOGE/USDT,bearish,0,38.63617823955578,0.9999997847276417,0.659
2023-04-03 20:00:00+00:00,AVAX/USDT,bearish,0,25.911747924820986,0.9999982686766754,0.679
2023-04-05 06:00:00+00:00,XRP/USDT,bullish,0,15.725418895431435,0.3413836518026227,0.592
2023-04-05 12:00:00+00:00,LTC/USDT,bullish,0,17.877235636398318,0.02393376040411379,0.705
2023-04-05 12:00:00+00:00,ADA/USDT,bullish,0,15.771874696905593,0.050060567716951505,0.603
2023-04-06 10:00:00+00:00,LTC/USDT,bearish,0,30.87140262651425,0.0,0.639
2023-04-06 10:00:00+00:00,ADA/USDT,bearish,0,32.12669807270276,0.1817663966716985,0.735
2023-04-06 19:00:00+00:00,DOGE/USDT,bearish,0,37.06884950229488,0.04734989152301717,0.684
2023-04-06 20:00:00+00:00,LINK/USDT,bearish,0,31.54499987530019,0.23546347175124835,0.592
2023-04-07 06:00:00+00:00,DOT/USDT,bearish,0,25.5328966013372,0.05075704158857628,0.703
2023-04-07 08:00:00+00:00,AVAX/USDT,bearish,1,16.58597215775007,0.3449249348168068,0.792
2023-04-10 22:00:00+00:00,DOGE/USDT,bullish,1,20.05557009633492,0.08136107569072183,0.616
2023-04-12 12:00:00+00:00,ADA/USDT,bearish,0,18.468635962918018,0.854937531206305,0.747
2023-04-12 12:00:00+00:00,XRP/USDT,bearish,0,28.16101767894306,0.6290698172902182,0.693
2023-04-13 08:00:00+00:00,ADA/USDT,bullish,1,28.275678694138747,0.6337025812303514,0.593
2023-04-13 11:00:00+00:00,DOGE/USDT,bullish,1,43.33481888779973,0.9999982610827356,0.781
2023-04-14 01:00:00+00:00,LINK/USDT,bullish,1,38.89035873006888,0.9999968043670887,0.64
2023-04-14 01:00:00+00:00,BTC/USDT,bullish,0,33.246731773189246,0.36496856161643004,0.733
2023-04-14 23:00:00+00:00,AVAX/USDT,bullish,1,24.049376182831974,0.7642163402869305,0.581
2023-04-16 13:00:00+00:00,LTC/USDT,bullish,1,22.97067368737154,0.08202282261847951,0.771
2023-04-16 19:00:00+00:00,ETH/USDT,bullish,0,15.17578197435902,0.20070702005042823,0.604
2023-04-17 00:00:00+00:00,DOT/USDT,bearish,0,16.3543259043984,0.7090396575269756,0.689
2023-04-17 00:00:00+00:00,ADA/USDT,bearish,1,14.319054736615204,0.35249964944251644,0.736
2023-04-17 01:00:00+00:00,BTC/USDT,bearish,1,17.781190238303616,0.7272989106025503,0.88
2023-04-18 23:00:00+00:00,XRP/USDT,bullish,0,27.18150092455167,0.20039896432839,0.718
2023-04-19 08:00:00+00:00,XRP/USDT,bearish,1,32.263429479146374,0.9999992111077501,0.692
2023-04-19 08:00:00+00:00,ETH/USDT,bearish,1,19.359853177728148,0.9999986918293061,0.641
2023-04-19 09:00:00+00:00,AVAX/USDT,bearish,1,23.382515937099352,0.9999991741361951,0.79
2023-04-19 14:00:00+00:00,LTC/USDT,bearish,1,33.8088156477468,0.9921034491130716,0.79
2023-04-19 21:00:00+00:00,LINK/USDT,bearish,1,38.94401931875931,0.9603937148287653,0.593
2023-04-24 01:00:00+00:00,XRP/USDT,bullish,0,27.80244008697155,0.5207637768316518,0.591
2023-04-24 01:00:00+00:00,BTC/USDT,bullish,1,18.487991905682275,0.117836870120616,0.672
2023-04-24 14:00:00+00:00,AVAX/USDT,bullish,1,26.307669538417144,0.281034160586072,0.608
2023-04-25 13:00:00+00:00,LTC/USDT,bullish,1,16.41563700877935,0.10037809242458516,0.665
2023-04-25 21:00:00+00:00,ETH/USDT,bullish,1,15.485790899669938,0.5716510748726038,0.645
2023-04-26 06:00:00+00:00,LINK/USDT,bullish,0,26.491626979206433,0.346214359425754,0.645
2023-04-26 11:00:00+00:00,DOT/USDT,bullish,0,34.05734474059084,0.7257090467286081,0.695
2023-04-28 12:00:00+00:00,DOT/USDT,bearish,1,16.369868159486902,0.10728532248244796,0.641
2023-04-30 19:00:00+00:00,AVAX/USDT,bearish,1,25.137043699196486,0.1604663348232704,0.639
2023-05-01 01:00:00+00:00,ETH/USDT,bearish,1,26.61389032906714,0.34078951100491395,0.655
2023-05-01 02:00:00+00:00,BTC/USDT,bearish,1,22.255352464291782,0.31199551410089926,0.79
2023-05-03 12:00:00+00:00,DOT/USDT,bearish,1,21.850974459602856,0.32369904288496915,0.622
2023-05-03 13:00:00+00:00,LTC/USDT,bearish,1,18.89838844596167,0.5980017400063043,0.85
2023-05-03 13:00:00+00:00,DOGE/USDT,bearish,0,23.235787765575278,0.3241627835900561,0.703
2023-05-03 13:00:00+00:00,ADA/USDT,bearish,1,22.902044341881812,0.3707401880010397,0.631
2023-05-03 13:00:00+00:00,LINK/USDT,bearish,0,19.4655243546628,0.42861402255831754,0.793
2023-05-03 18:00:00+00:00,XRP/USDT,bearish,1,45.737079519153625,0.6303686295362861,0.711
2023-05-05 01:00:00+00:00,DOT/USDT,bullish,0,21.745218618305696,0.349691389214871,0.639
2023-05-05 02:00:00+00:00,BTC/USDT,bullish,0,21.5606725960663,0.41863098767709245,0.58
2023-05-05 14:00:00+00:00,ETH/USDT,bullish,1,29.67232331259692,0.3887463593850085,0.762
2023-05-06 14:00:00+00:00,ADA/USDT,bearish,1,24.998421810400743,0.4036462758630497,0.701
2023-05-06 15:00:00+00:00,DOT/USDT,bearish,1,26.656715868646394,0.5280147871406301,0.782
2023-05-06 15:00:00+00:00,BTC/USDT,bearish,1,27.81829760913379,0.34637808310121054,0.694
2023-05-07 14:00:00+00:00,AVAX/USDT,bearish,1,19.80441966654728,0.00577139676681058,0.786
2023-05-08 18:00:00+00:00,ETH/USDT,bearish,1,31.75375454672761,0.9999980928113104,0.667
2023-05-10 13:00:00+00:00,ADA/USDT,bullish,0,18.242292803409317,0.6966969218723432,0.62
2023-05-10 13:00:00+00:00,DOT/USDT,bullish,0,22.644386469899334,0.31708633500661065,0.726
2023-05-10 13:00:00+00:00,LTC/USDT,bullish,1,19.04127138731338,0.3080630298477089,0.624
2023-05-10 13:00:00+00:00,LINK/USDT,bullish,0,20.135806706648648,0.3082955324337593,0.591
2023-05-11 16:00:00+00:00,DOGE/USDT,bearish,0,31.90816502352421,0.3121863539681658,0.65
2023-05-11 17:00:00+00:00,ETH/USDT,bearish,0,31.26072633276497,0.2317444556090541,0.655
2023-05-11 17:00:00+00:00,AVAX/USDT,bearish,1,38.570553376286206,0.24668423134192724,0.669
2023-05-11 17:00:00+00:00,BTC/USDT,bearish,1,33.95022986886325,0.2008878550055082,0.652
2023-05-12 21:00:00+00:00,ETH/USDT,bullish,1,33.44384999436818,0.5445235504037202,0.724
2023-05-14 13:00:00+00:00,LTC/USDT,bullish,1,19.113654943164573,0.14833011393200274,0.729
2023-05-15 01:00:00+00:00,BTC/USDT,bullish,0,21.341456218038093,0.4026817744882915,0.637
2023-05-16 01:00:00+00:00,AVAX/USDT,bearish,1,23.952393935825647,0.4970364802534235,0.74
2023-05-16 01:00:00+00:00,BTC/USDT,bearish,1,26.939995729397086,0.410174337821201,0.722
2023-05-16 21:00:00+00:00,DOGE/USDT,bullish,1,28.630232712303005,0.27497912266045027,0.63
2023-05-16 22:00:00+00:00,XRP/USDT,bullish,1,37.914465035581955,0.41350142343221186,0.683
2023-05-17 07:00:00+00:00,ETH/USDT,bearish,1,12.777381975749199,0.2738245881174089,0.609
2023-05-18 18:00:00+00:00,LINK/USDT,bearish,1,23.850913339321373,0.6303500749070013,0.67
2023-05-18 18:00:00+00:00,LTC/USDT,bearish,1,24.18917128018249,0.522699644542115,0.58
2023-05-20 01:00:00+00:00,ADA/USDT,bearish,0,15.969820255853731,0.10089776657219068,0.633
2023-05-20 18:00:00+00:00,ETH/USDT,bullish,1,16.60675890926567,0.1959187208902445,0.651
2023-05-23 03:00:00+00:00,BNB/USDT,bullish,0,33.38197521633208,0.5304773216928621,0.671
2023-05-23 03:00:00+00:00,LINK/USDT,bullish,0,24.609638399698976,0.6395423717785477,0.649
2023-05-26 01:00:00+00:00,XRP/USDT,bullish,1,27.474079155424572,0.6459779700207073,0.744
2023-05-26 12:00:00+00:00,ETH/USDT,bullish,1,21.014747249921363,0.031732119605666624,0.637
2023-05-26 15:00:00+00:00,BTC/USDT,bullish,1,18.72387068022248,0.2772358817286744,0.688
2023-05-27 03:00:00+00:00,ADA/USDT,bullish,1,26.990779484051618,0.9098811623693602,0.78
2023-05-27 04:00:00+00:00,DOGE/USDT,bullish,1,13.478462861279315,0.11935319317850906,0.631
2023-05-27 13:00:00+00:00,LTC/USDT,bullish,1,14.539540537896148,0.01559851331440545,0.585
2023-05-28 01:00:00+00:00,LINK/USDT,bullish,1,25.59405305487229,0.6306032185433923,0.678
2023-05-28 10:00:00+00:00,DOT/USDT,bullish,1,34.951702127302994,0.13528801305339908,0.581
2023-05-30 12:00:00+00:00,BTC/USDT,bullish,0,18.146471838621178,0.2719833910967105,0.612
2023-05-30 14:00:00+00:00,BTC/USDT,bearish,1,16.807497830736416,0.44582870509440176,0.665
2023-05-31 04:00:00+00:00,DOT/USDT,bearish,1,27.196813690866502,0.9999960421605663,0.647
2023-05-31 05:00:00+00:00,DOGE/USDT,bearish,1,33.77653442742523,0.6930569809241345,0.714
2023-06-01 03:00:00+00:00,ADA/USDT,bearish,1,25.378475836035594,0.9975197001935578,0.667
2023-06-01 19:00:00+00:00,AVAX/USDT,bullish,1,28.70737172066477,0.6655952901333289,0.669
2023-06-02 12:00:00+00:00,ETH/USDT,bullish,0,17.13300594099266,0.19933576960129448,0.59
2023-06-05 15:00:00+00:00,LTC/USDT,bearish,1,43.676960304833585,0.9999992403023603,0.633
2023-06-05 16:00:00+00:00,DOGE/USDT,bearish,1,35.5288987435096,0.9999990956255507,0.79
2023-06-05 16:00:00+00:00,XRP/USDT,bearish,1,25.817145130469665,0.9655152462716444,0.726
2023-06-06 18:00:00+00:00,DOGE/USDT,bullish,0,45.3761833388183,0.6773328496318737,0.688
2023-06-07 14:00:00+00:00,LTC/USDT,bearish,1,22.63524053602007,0.3637106686362938,0.589
2023-06-07 14:00:00+00:00,BTC/USDT,bearish,1,23.75239988384916,0.8850632036619297,0.756
2023-06-07 15:00:00+00:00,AVAX/USDT,bearish,1,25.00655772378473,0.36521115312605124,0.686
2023-06-09 20:00:00+00:00,DOT/USDT,bearish,1,23.61644312697297,0.19368599900326977,0.614
2023-06-13 09:00:00+00:00,ADA/USDT,bullish,0,16.89643355419723,0.030715853877966454,0.647
2023-06-13 11:00:00+00:00,LINK/USDT,bullish,1,12.093414154065844,0.0782025717864305,0.739
2023-06-13 11:00:00+00:00,DOT/USDT,bullish,1,21.70558042479892,0.058208935764835094,0.798
2023-06-13 12:00:00+00:00,AVAX/USDT,bullish,0,22.354575933117125,0.05636013686889715,0.599
2023-06-14 21:00:00+00:00,ETH/USDT,bearish,1,26.35262103353196,0.999999041402974,0.79
2023-06-14 21:00:00+00:00,BTC/USDT,bearish,1,25.063561263219935,0.9999984956638137,0.79
2023-06-16 11:00:00+00:00,LTC/USDT,bullish,1,20.0408660327118,0.09256110183519356,0.629
2023-06-16 16:00:00+00:00,BTC/USDT,bullish,1,16.816074395469848,0.17527475959223657,0.639
2023-06-17 06:00:00+00:00,ADA/USDT,bullish,1,18.281447546953753,0.4455487722975567,0.79
2023-06-17 10:00:00+00:00,AVAX/USDT,bullish,1,17.837259430051095,0.3514334700444891,0.621
2023-06-17 15:00:00+00:00,DOT/USDT,bullish,1,21.271315010328887,0.1825457089627983,0.755
2023-06-18 03:00:00+00:00,AVAX/USDT,bearish,1,16.935397132292422,0.07623692107613882,0.814
2023-06-18 09:00:00+00:00,XRP/USDT,bullish,1,11.37919320028983,0.06760487584983434,0.647
2023-06-18 23:00:00+00:00,ADA/USDT,bearish,0,16.85092002831963,0.13130248189667434,0.624
2023-06-19 17:00:00+00:00,BNB/USDT,bearish,0,22.938834201322596,0.039534515023310755,0.617
2023-06-20 18:00:00+00:00,ETH/USDT,bullish,1,20.76198714695732,0.6943014627509215,0.732
2023-06-20 18:00:00+00:00,AVAX/USDT,bullish,1,22.164664471910125,0.9755123545610442,0.648
2023-06-20 19:00:00+00:00,DOT/USDT,bullish,1,21.464170660786827,0.9922206183489768,0.724
2023-06-20 19:00:00+00:00,LINK/USDT,bullish,1,18.66086883777917,0.5882039696834571,0.623
2023-06-20 19:00:00+00:00,ADA/USDT,bullish,1,20.052614472704395,0.7046787485428898,0.622
2023-06-21 01:00:00+00:00,BNB/USDT,bullish,1,24.04407122268097,0.22637410920636314,0.739
2023-06-21 01:00:00+00:00,DOGE/USDT,bullish,1,22.996270587707787,0.5926883917822987,0.665
2023-06-22 02:00:00+00:00,XRP/USDT,bullish,0,16.858505112793836,0.9999976465456853,0.685
2023-06-22 14:00:00+00:00,AVAX/USDT,bearish,0,45.1677808734431,0.867306370480177,0.691
2023-06-24 13:00:00+00:00,BNB/USDT,bearish,0,15.607387921899413,0.23888174800236747,0.598
2023-06-26 01:00:00+00:00,LTC/USDT,bearish,0,29.454444016576936,0.05006267923734794,0.604
2023-06-26 14:00:00+00:00,XRP/USDT,bearish,1,19.04864940768602,0.22141153749495182,0.582
2023-06-26 14:00:00+00:00,LTC/USDT,bullish,0,24.236047336178164,0.44837790932592475,0.795
2023-06-26 17:00:00+00:00,ADA/USDT,bearish,1,18.52219058387464,0.4854817038734139,0.747
2023-06-26 17:00:00+00:00,DOGE/USDT,bearish,1,27.73185959627248,0.3999670018340661,0.647
2023-06-27 10:00:00+00:00,BTC/USDT,bullish,1,12.950645157078906,0.2729022875565198,0.583
2023-06-27 21:00:00+00:00,ADA/USDT,bullish,0,18.61827111929944,0.3463778611254127,0.711
2023-06-28 00:00:00+00:00,AVAX/USDT,bearish,1,20.35699685914438,0.1091728008375793,0.608
2023-06-28 19:00:00+00:00,ETH/USDT,bearish,0,26.731170152592785,0.26531613734553094,0.691
2023-06-30 04:00:00+00:00,AVAX/USDT,bullish,0,24.83231378797814,0.7614597425222097,0.652
2023-06-30 05:00:00+00:00,BNB/USDT,bullish,1,18.20623609762144,0.34974765334679275,0.69
2023-06-30 12:00:00+00:00,BTC/USDT,bullish,0,34.35786337882261,0.38015617814675784,0.583
2023-06-30 12:00:00+00:00,DOGE/USDT,bullish,1,35.42562549566081,0.5890474643839961,0.662
2023-06-30 13:00:00+00:00,LINK/USDT,bullish,0,31.500536974257013,0.9999987060676139,0.647
2023-07-01 09:00:00+00:00,DOT/USDT,bullish,0,18.414637118957536,0.18523457366202287,0.59
2023-07-03 15:00:00+00:00,ADA/USDT,bullish,0,14.414190879144263,0.13436993734525038,0.716
2023-07-04 16:00:00+00:00,DOGE/USDT,bullish,0,23.967465215714167,0.2765319235110344,0.667
2023-07-04 19:00:00+00:00,LTC/USDT,bearish,1,19.782083338128466,0.017981098646330823,0.609
